userName,content,score,at,appVersion
Bisri Ari,Ok,5,2025-03-16 09:51:32,5.13.1
Pa Manaf,Lumayan bagus tapi diskonnya dikit dikit,5,2025-03-16 09:37:04,
Alfalah Zidni,Oke,5,2025-03-16 09:36:46,5.14.2
Arman Muhammad (Arman),Vocher yg ga sesuai syarat& ketentuan nya tiba-tiba berubah tanpa adanya edukasi dan tanggung jawab.,1,2025-03-16 09:29:24,5.5.1
Rosalina Ginting,Mantap,5,2025-03-16 09:24:39,5.13.1
Heru,Ok,4,2025-03-16 09:24:02,5.13.1
habasya nf,driver daerah pasming males semua 10x order sengaja di diemin,1,2025-03-16 09:20:29,5.13.1
Ana SANIYAH,Sangat membantu dalam berpergian.,5,2025-03-16 09:19:44,5.14.2
Ayu Lestari,"Sukaa bgt sma aplikasinya, sangat membantu👏🏻👏🏻",5,2025-03-16 09:17:41,5.14.2
Achmad Rifki,Ok,5,2025-03-16 09:10:21,5.13.1
ahmad riyadh,nice,5,2025-03-16 09:09:38,
Novalina Sembiring,good aplikasi,5,2025-03-16 09:03:57,5.14.2
Jasmine Haryo Assyahra,Iklannya nyebelin,1,2025-03-16 09:01:07,5.14.2
Sefty Debina,"sekali lagi orderan w di batalin perkara promo, w hapus ini apk",3,2025-03-16 09:00:13,5.1.1
Teti Sugianti,gojeg banyak promonya berbuka jadi lebih murah,5,2025-03-16 08:56:42,5.14.2
Ricky Setiady,Awalnya bagus..kok sekarang2 jadi susah masuknya,5,2025-03-16 08:51:36,5.14.2
Intan Juliani,"Sangat membantu utk aku emak2 yg kadang males masak mau kluar panas, di gofoodtin aja ❤️❤️❤️",5,2025-03-16 08:33:37,5.14.2
dosa Besar,bagus n berguna,5,2025-03-16 08:30:12,5.14.2
Shinta Wijaya,mitra gojeknya perlu d brefing,1,2025-03-16 08:22:12,5.13.1
Abdullah Ujang,sangat membantu untuk sy,5,2025-03-16 08:05:11,5.13.1
Agil Baagil,Tolong diperbaiki lagi driver2 gocar agar pelanggan tetap setia memakai aplikasi gojek.jangan masukan driver yg bikin gocar rusak pelayanannya.,5,2025-03-16 08:04:14,5.3.1
Lele_01,membantu banget,5,2025-03-16 07:54:53,5.14.2
Carlos Awang,Syiiip,5,2025-03-16 07:54:04,5.13.1
Muhamad jonny albar S,Sy ingin melaporkan driver gojek yg sudah membuat dan melanggar kode etik.,1,2025-03-16 07:37:50,3.42.1
agus suyanto,Oke mantab,5,2025-03-16 07:33:11,5.14.2
Ella Hazmi,mantul,4,2025-03-16 07:29:01,5.13.1
Muhamad Ruslan,ribet kyak pengajuan pinjol,1,2025-03-16 07:26:43,
Dedey Lola,Ok,4,2025-03-16 07:24:47,5.13.1
Esih mariani Esih mariani,Semoga membantu saya,5,2025-03-16 07:17:08,
Rico N1rvana,Sangat membantu perjalanan,5,2025-03-16 07:15:27,5.14.2
Cindar Wati,Good... Very easy to use,5,2025-03-16 06:50:17,5.1.2
Rizki Mukorobin,Apk the best,5,2025-03-16 06:46:22,5.14.2
sinta juandari,membantu sekali👍👍,5,2025-03-16 06:39:22,
Bobby Pratama (BOB),Selama ini baik2 saja,5,2025-03-16 06:32:53,5.13.1
Rika Lestari,the best sih buat jadi partner kemana mana hehe cuma gojek yg setia menemani uhuyyyyyy 🫶🫶,5,2025-03-16 06:28:20,5.12.1
"SITI KHUTOBAH, S.Pd.I",Siip,5,2025-03-16 06:27:56,5.13.1
Jon Hendri,Tadi otomatis alamatnya ke kosan sebelah. (Kenapa lokasinya via gojek jadi gak tepat ya) Trus SDH konfirm ke poternya. N ..ok,5,2025-03-16 06:18:32,5.14.2
Achin Agra,Ok,5,2025-03-16 06:15:42,5.13.1
Donny Setiawan,Good,5,2025-03-16 06:15:02,5.13.1
Tbalfatih Kubang,Transparansi,5,2025-03-16 06:14:15,5.14.2
Mbak Puji,ya lumayan lah g bisa keluar rmh... berbagi rejeki sama pak gojek,5,2025-03-16 06:06:18,5.13.1
Hasby Mubarok,bagus,5,2025-03-16 05:57:24,5.11.1
SG2 Chuu4kz,keren,5,2025-03-16 05:50:43,5.13.1
Upi Sari,Alhamdulillah sesuai pesenan drevernya baik mksh byk Abang gojeg,5,2025-03-16 05:50:12,5.10.1
Asti Slstr,Bagus banget,5,2025-03-16 05:29:03,
Nazar Khoerul,Ntapss,5,2025-03-16 05:11:00,5.13.1
Mumuh Kacer,mantep gojek,5,2025-03-16 04:57:43,5.12.1
Anen Rahman,Cepat dn bagus,4,2025-03-16 04:52:31,5.14.2
Nina -,ok,5,2025-03-16 04:52:04,5.13.1
Araabika Kitchen,sangat terbantu dengan gojek.,5,2025-03-16 04:38:56,5.13.1
Seputar Info,Terima kasih,4,2025-03-16 04:34:52,
Tia Nurhikmah,kenapa skrg jadi +1000 kalo pesanan telat mau dpt voucher. sebelumnya kalo telat ga sesuai sama waktu estimasi juga dpt voucher ga pake +1000 segala. mentang2 mau diadain thr ojol jadi apa2nya di uangin. hadeh,1,2025-03-16 04:32:11,5.13.1
Sukoco Wiwoho,bagus,5,2025-03-16 04:15:45,5.11.1
Rikad Nilamaji,Ok lah,5,2025-03-16 04:10:28,
Widodo Eko Eko,very very good,5,2025-03-16 04:08:49,
Erta Hutasoit,"Sangat mengecewakan drivernya, kita sudah lama menunggu dan ketika drivernya udah sampai malah seenaknya nge cancel padahal kita hanya ada 4 orang aja dan sesuai dengan yg di order.",1,2025-03-16 03:50:21,5.13.1
Nanda Dewangga,Sangatt bagusss dannnn hematttt,5,2025-03-16 03:44:22,5.13.1
Fawwaz Syahfardan,"sangat membantu, terima kasih👍🏻",5,2025-03-16 03:33:16,
Sri Wulandari,lama ekspor nya doang,4,2025-03-16 03:31:25,
Descaa Josefina,banyakin diskon,5,2025-03-16 03:29:38,5.14.2
Hadi Purnomo,mantul pokok e,5,2025-03-16 03:02:21,5.14.2
putri yulianti,Banyakin promonya yaaaa,5,2025-03-16 02:58:53,5.13.1
Hendra Setyawan,Mantap,5,2025-03-16 02:47:07,5.13.1
Agus Jalu,mantabz,5,2025-03-16 02:46:19,5.13.1
Duan Keren,good,5,2025-03-16 02:44:48,5.13.1
Harjo SJS,Aman nyaman tepat waktu,5,2025-03-16 02:43:30,
Didik Ardhiyanto,aplikasi sangat membantu,5,2025-03-16 02:39:03,5.13.1
Rakhmat Dimas,aplikasi memesan sendiri,1,2025-03-16 02:37:57,5.11.1
Ipit sipit,ok,5,2025-03-16 02:31:53,
Achmad Sanusi Budi Permana,Sangat membantu,5,2025-03-16 02:25:52,5.13.1
5 5,oke.. banyak promo,5,2025-03-16 02:20:06,5.13.1
Mhen Jx,. mantap,5,2025-03-16 02:13:55,5.13.1
Siti Khoriah,"KLO pake grab itu pas KLO lagi buru"" lgsung klik pasti langsung ada",5,2025-03-16 02:10:17,5.13.1
Fian Rahmady,ok,5,2025-03-16 02:01:46,
Tris Wondo,Puas,5,2025-03-16 01:39:07,
Riztan Semarang chanel,"sudah sering memakai layanan go-pay pinjam, bayar juga nggak pernah telat. gimana ini woi malah limit ku dibekukan! giliran lagi butuh modal usaha besar buat lebaran malah kayak gini.",3,2025-03-16 01:38:08,5.13.1
Herlan Saputra,mantap,5,2025-03-16 01:33:56,5.10.1
Achmad Aziz Pelani,Memuaskan,5,2025-03-16 01:21:38,5.11.1
Ismoyo Agustono,bagus dan cepat,5,2025-03-16 01:20:42,5.14.2
reza cholis,"Aplikasi paling parah neror dan sebar data lebih dari pinjol ilegal gopay later/pinjam banyak antek2 y pake nomer pribadi tidak dikenal bukan nomer resmi bot , telatpun dibayar ada tanggung jawab y cicil sampe lunas dibayar pokok + bunga gede + asuransi pinjman y+ denda y tapi kelakuan y ngejelekin sampe ke platfrom lain padahal tetap dibayar tpi tidak tahu malu gojek, saya yang rugi disini duit kalian tetap balik tapi data saya kalian salah gunain untuk neror dan menjelekkan saya.",1,2025-03-16 01:18:26,5.12.1
Lusi Gantini,So far so good,5,2025-03-16 01:02:34,5.13.1
car wibowo,Ok,5,2025-03-16 01:01:35,
mirda wani,Kecewa sekali masa ia klo edit tujuan hargax naik 2 kali lipat gilaaaa,4,2025-03-16 00:41:36,5.13.1
Andik Pratama,semoga berkah selalu,5,2025-03-15 23:44:55,5.13.1
Lisa Ridwan,Mantapp,5,2025-03-15 23:15:27,5.14.2
rizalul subhan,mantap,5,2025-03-15 23:10:03,
Yip Chanel,pelayanan yg baik,5,2025-03-15 22:49:39,
Septian Bm,Aplikasi mahal pelayanan ga ada,1,2025-03-15 22:48:22,
Tasya Bee,"Nunggu gocar hampir 2 jam lebih karena hujan deras, di notice katanya dapat uang tunggu 10rb untuk kesabarannya karena tetap menunggu. Setelah perjalanan selesai ternyata bonus uang tunggunya gak ada tuh 🤭 mana sampai hujan²an saya bawa bocil, saya yg nyamperin gocarnya cukup jauh karena si driver gak bisa putar balik. Bonus uang tunggunya itu cuma tipu² ya 😆",1,2025-03-15 22:30:12,5.13.1
sodik ahmad,sangat bague dan tepat waktuuu,5,2025-03-15 22:13:52,4.93.1
Hj. Mastora,Sangat Bagus,5,2025-03-15 21:27:41,
Pengguna Google,mantap maju terus dan makin sukses..,5,2025-03-15 20:48:18,4.13.1
Ni'am Bahar,Drivernya ramah dan sopan,5,2025-03-15 20:42:55,5.13.1
Agus ikhsan Nurrohman,Kinerja nya makin buruk dan banyak sekali kejanggalan ketika memesan gofood udah hampir 4 sampai 5 kali dalam 1 hari ke cancel buat pesanannya di harap makin di percepat lagi dalam menjalankan proses dan juga dalam pencarian drivernya,2,2025-03-15 20:37:51,5.13.1
Hanhan Handika,good,5,2025-03-15 20:14:23,5.11.1
Sabila bila,Mntap,5,2025-03-15 19:46:25,5.13.1
nusapersada tourjogja,Jozz,5,2025-03-15 19:38:30,5.13.1
Mochamad Ilham N,Gj gajelas,1,2025-03-15 19:15:47,
gusmoro heru sunyoto,Bagus,5,2025-03-15 19:10:11,5.13.1
Rhudye Afrivaldo,Ok,5,2025-03-15 18:53:35,5.13.1
Wakhid Subiyanto,sangat membantu kl kita mau bepergian,5,2025-03-15 18:48:09,
Abdul Ghofur,pelayan refund yang buruk dan tidak sesuai. Auto uninstall semua aplikasi yang berhubungan dengan GOJEK,1,2025-03-15 18:44:30,5.14.2
Komar Komarpijit,Banyak membantu dalam aktivitas,5,2025-03-15 18:31:37,
bobby AR,udah lunas dan gak pernah telat gak bisa pinjam lagi dengan alasan blom bayar di pijol ilegal (.......) berati sama aja gojek punya cabang pinjol ilegal kan,1,2025-03-15 18:18:18,5.3.1
Wiwik Sagita,bagus,5,2025-03-15 18:08:01,5.13.1
nur hidayati,"Gojek tarifnya makin mahal, skr drivernya juga sering minta di cancel pas udh dijalan minta tarif yg lebih mahal juga, ada lagi driver ngantuk tapi maksain pick up penumpang.",1,2025-03-15 17:43:30,5.11.1
N M Shiddiiq,Nadia sitta terima kasih atas bintang 1 nya semoga anda dapat balasannya. Diem diem hatinya lebih buruk .,5,2025-03-15 17:23:00,5.13.1
Vivi Sugiarto,"mohon untuk dilakukan perbaikan sistem, training, dan SOP lebih baik lagi: -Beberapa kali saya mendapat pengalaman mengecewakan selama menggunakan aplikasi, tetapi tidak sampai hati memberi rating yang rendah kepada driver yang kurang ramah dan tidak sesuai sop karena rating rendah justru membuat orderan sepi. -Resto tutup tapi ditulis buka -Titik alamat salah -gocar/goride hemat sering ditolak karena kompensasi driver sangat kecil (hemat untuk pembeli tapi menyulitkan driver)",2,2025-03-15 17:06:05,5.13.1
Fran Mizar,"kak buat gofood nya cari driver nya jangan 1 jam kak,klau dapat mah gpp klau gak dapat ?,aku udah pesen 2kali sampai 2 jam gak dapat driver nya padahal perut udah laper bangett",1,2025-03-15 17:00:28,
Andi Syahputra,the best,5,2025-03-15 16:53:08,
Fajri alma,Sangat membantu,4,2025-03-15 16:43:22,5.13.1
Aisa,mantap,5,2025-03-15 16:28:24,5.13.1
Rahrimay Amay,tinggalkan terus,4,2025-03-15 16:23:08,5.13.1
Agung Ghani,Diskonnya Kalah Sama Maxim,5,2025-03-15 16:14:57,5.6.1
Herawaty,Semua jadi lancar,5,2025-03-15 16:11:00,4.92.1
s.sela.s,Bermanfaat sekali,5,2025-03-15 16:00:46,5.13.1
queenzy qeyzira,lumayan,5,2025-03-15 15:50:31,
Naswa Zein Qurrotul Ain,Bad,1,2025-03-15 15:49:45,
Bayu Babadotan,gerimis dikit gak guna ini aplikasi,2,2025-03-15 15:49:15,5.13.1
Widi Rahmat,pelayanan mantep,5,2025-03-15 15:27:03,5.13.1
Theti Tan,Pelayanan bagus dan harga ekonomis,5,2025-03-15 15:22:49,5.14.2
Rio Putra samadi,Terbaik👍🏻👍🏻,5,2025-03-15 15:21:00,
Bagus Prasetyo,"Terbaik dan menyenangkan, ramah",5,2025-03-15 15:20:27,5.13.1
Arya Senopati,oke sip,5,2025-03-15 15:19:44,5.13.1
W D,sangat membantu,5,2025-03-15 15:16:53,5.14.2
Fajar Mauludin,"Sekarang pesan makanan di Gofood lama, tidak dapet driver . Tidak ada solusi kahh??!!",1,2025-03-15 15:15:37,5.13.1
Karim Mohamad,Baik..,4,2025-03-15 15:13:39,5.13.1
ardiansyah ugfyud,aplikasinya sekarang untuk mesen gofood tambah boborok !!! bukan tambah bagus malah tambah letoy nunggu psenan lama bgt gk kyak dulu nyesel download ini 🤦🤦🤦,1,2025-03-15 15:10:59,5.12.1
sri ambarita,sangat membantu,5,2025-03-15 15:10:44,
Deka Chan,"apk ny membantu, hari ini sya order driver ny ramah & cepat sampai. setelah saya smpai tujuan, kenapa masuk chat dari driver lain? padahal saya cuma pesan 1x. mohon di perbaiki ya, biar ga salah paham antara driver & pelanggan.",4,2025-03-15 15:09:19,5.14.2
Valentina Febriyola,"Buang buang waktu pesen gofood 2x luama dan berakhir dibatalkan , yang pertama karena gk dapet driver , yg ke dua sudah nggu 1jam pesanan dibatalkan karena tiba² stock makanan habis , pemesanan sudah pakai regular tp ttep luama hampir 1 jam , pdhal tempatnya deket bgt.",1,2025-03-15 15:07:54,5.13.1
dian Moker,Estimasi sering telat,1,2025-03-15 15:00:59,5.13.1
Susia Ningsih,ongkos kirim go food nya mahal banget,2,2025-03-15 14:49:44,
Galih Nugraha,Lama banget anter,1,2025-03-15 14:48:14,5.14.2
Andie Suteja,lambat,1,2025-03-15 14:46:05,
Naiko Naiko,tepat waktu dan sopan,5,2025-03-15 14:44:42,
Ryuuma.D Hunter,"Kecewa sama gojek yg sekarang. Terutama untuk gofoodnya. Biaya penanganan mahal, pelayanan lambat, diskon juga jarang. Dibandingkan dgn aplikasi serupa, jauh tertinggal",1,2025-03-15 14:40:55,
Darwin Nasution,"driver sekarang banyak alasan . minta kencel katanya bensin abis lah , ban mobil nya katanya bocor lah udah nunggu nunggu lama . minta cencel taiiiikkkkkkkk",1,2025-03-15 14:38:44,
Arif Doreng,"pesen makanan dari jam 7 atau jam 8 nan tiba tiba di cancel cuma karena gerimis dan tidak ada driver aplikasi ini sangat TIDAK BERGUNA KARENA TERLALU BANYAK KENDALA YANG DI ALAMI CUSTOMER,GAK REKOMEN BANGETTTTT JANGAN DI DOWNLOAD!!!!!!!!!!!!",1,2025-03-15 14:36:16,
muh mulham,gua nunggu makanan lama banget ampe sejam lebih ujung ujungnya driver pada sibuk semua anjir,2,2025-03-15 14:31:09,5.13.1
Solihin Solihin,okee,5,2025-03-15 14:21:12,
Riris Listya,"waktu tunggu kadang lama dan sangat telat. harusnya customer bisa komplain tapi komplain di siapa gak bisa chat siapapun. chat cs juga dikira cancel padahal bukan mau cancel, tp konfirmasi kok lama sekali nunggu sudah sejam lebih. bikin badmood. maaf tapi cs sama sekali tidak membantu. dan fyi setelah nunggu 1 jam lebih, dibatalkan sepihak sama penjualnya karena gak dapat driver. Buang2 waktu 👎🏻 gak pernah sesebel ini sama gofood",1,2025-03-15 14:19:49,5.13.1
Chepy Kusuma,Baik,5,2025-03-15 14:17:27,5.6.1
Ganda Wiguna,Dua kali pesan gak dapat driver semua.sudah kehilangan waktu banyak. Sistem gojek payah sekali. Komplain juga tidak ditanggapi dengan baik. Semoga kalian berubah.,1,2025-03-15 14:15:42,5.13.1
Tina Tina,Good,5,2025-03-15 14:14:46,5.13.1
Tati Herawati,terima kasih atas bantuannya.. Sudah mengantar saya dengan baik dan slamat sampai tujuan.,5,2025-03-15 14:10:25,5.14.2
Rhuli Montheiro,"2,6 km 40k,lama² gila ini aplikasi transport",1,2025-03-15 13:59:20,5.9.1
koerniawan,"pas lagi perlu sekali, pas waktu hujan, pas gojek susah sekali, pas kecewanya.",1,2025-03-15 13:57:54,5.13.1
Irgy Mahendra,ok,5,2025-03-15 13:56:30,5.10.1
Nur Hidayah,Top,5,2025-03-15 13:53:11,5.14.2
Viraabyy 5,Maps nya lambat gerak,3,2025-03-15 13:52:07,5.12.1
Mur tijo,kasih promo yg gede lagi dong😀,5,2025-03-15 13:49:54,5.13.1
Wahyu Doni,malesin sm gojek skrg gerimis dikit aja susah cari driver 👎,1,2025-03-15 13:49:44,5.13.1
Alsya Fatimah,bagus sekali,5,2025-03-15 13:39:37,5.13.1
Yumiati Kartika,banyak menu yg ditawarkan dan kita bisa memilih..,5,2025-03-15 13:39:05,5.14.2
Muzonil Hasani,"naikin tarif terus sampe selangit, drivernya gk dapet-dapet cape nunggu.. buang-buang waktu pake apk ini",1,2025-03-15 13:38:59,
oi jaffar,Parah ga ada yang nyantol. Udah dua jam.,1,2025-03-15 13:38:26,5.13.1
Nur Pita,good,5,2025-03-15 13:36:00,5.13.1
eko saputro,Ok bosku,5,2025-03-15 13:24:30,5.6.1
Andriana Oktaviani,Good lah pokonya,5,2025-03-15 13:19:51,5.13.1
Akbar Fadillah,"SUSAH MAU DIBILANG DAN DIKASIH KRITIK APAPUN, PERBAIKI SISTEM YANG AWALNYA DRIVER MENGAMBIL JIKA PESANAN TELAH TIBA MENJADI DRIVER AKAN DATANG UNTUK MENGKONFIRMASI MAKANAN. 1 JAM MENUNGGU, CHAT CS MALAH DIKASIH JAWABAN SEPERTI ""SEPERTINYA DRIVER SUDAH ADA, AKAN MENJEMPUT, SEDANG DALAM PERJALANAN"" BERARTI OKE DONG DIBERI KEPASTIAN, TAPI BEBERAPA MENIT DIBATALKAN DENGAN ALASAN DRIVER TIDAK ADA. #CustomerBerHakBERSUARA",1,2025-03-15 13:17:33,5.13.1
Aleena Naira,"Dan terjadi lagi Saya mitra gofood,kecewa sama aplikasinya,sering bgt orderan udh jadi,tapi drivernya alesan posisi jauh,udh gitu kita ga bisa hubungi cs lewat aplikas buat cariin driver baru,harus TLP biasa pake pulsa,terlalu ribet,sekarang org jarang yg beli pulsa biasa,kebanyakan paket internet,tolong donk di permudah,mitra gofoodnya,biar kalo kaya gini bisa langsung chat cs buat cariin driver baru",1,2025-03-15 13:16:16,
Rumplestilskin Humble,sejak ada mitra jarak dekat dan slot akun reguler jadi sepi. tambah pesan aplikasi gojek mahal tidak ada promo tp ke mitra bayar murah. skg saya uninstal aplikasi gojek customer nya.,1,2025-03-15 13:15:47,4.20.1
AKBAR OFFICER,Driver food nya cepet smpe..sistemnya lama pollll parah,1,2025-03-15 13:13:39,5.13.1
rini afrianty,kl pesen jam 17.30 sering dibatalkan,4,2025-03-15 13:13:16,5.11.1
Ainun Najib Nur Azmi,"Lama, gabisa nanya kabar makanan udah jd atau belum. Driver ga kooperatif. Jingan",1,2025-03-15 13:12:26,5.13.1
Supomo Pomo,Bagus,5,2025-03-15 12:57:54,
Ega Tulistiani,driver kbanyakan manja-manja.,1,2025-03-15 12:52:38,5.10.1
Adella Firdhi,Mana kepencet pesanan malah gak bisa di batalin . Rugi banget aku . Nyesel dah instal apk ni,1,2025-03-15 12:45:40,5.13.1
Yanti Margianti,"Cumah hujan kecil2 aja udah susah dpt driver mau go ride/go food,sumpehhh resehh bangett kalo cari driver pake gojek eek Pesen makan bisa2 nya 1 jam gk dpt2 driver,sampe kelaperan",1,2025-03-15 12:41:53,5.3.1
Alyaa Hanni,pesanan sering sekali terlambat lalu tiba-tiba dibatalkan,1,2025-03-15 12:39:59,5.13.1
Rafki Nabil,bagussss,5,2025-03-15 12:39:45,5.13.1
Lis Hateyong,Tepat waktu dan Driver sopan,5,2025-03-15 12:38:59,5.13.1
Setyo Hermawan,diperbarui malah lemot... disamping itu titik driver yg dekat ga masuk2..malah dapat driver yg jauh2.. koplak...,2,2025-03-15 12:33:28,5.13.1
Ezriscal Amunaka,"tolong ya, untuk pencarian driver nya kalau lebih 10 menit tolong lansung dibatalkan aja, ini sudah capek nungguin nggak ada kepastian!!",1,2025-03-15 12:30:50,5.10.1
Sensasi Film,"Untuk gofood pesen beberapa kali katanya tulisan nya telat, trus tambahan waktunya lama bet jadi sekitar 1 jam lebih.. busyettt",2,2025-03-15 12:29:00,5.12.1
Heri Putra,Sangat baikk,5,2025-03-15 12:23:22,
Achmad Ghani,Nunggu sejam ojek nya gak dapat dapat!!! banjir nggak hujan nggak harga malah makin mahal dari 15 jadi 26 jadi 28 Ujung-ujungnya pakai yang warna kuning 12 dapat ojeknya,1,2025-03-15 12:19:33,
Aisyah Safina,ngotak dikit kalau ngasih harga.,1,2025-03-15 12:18:58,5.13.1
Surya Wulandari,Sangat membantu,5,2025-03-15 12:17:25,
Rahmawati Rahmawati,ok gojek trnsportrasi nya👍👍👍💪💪💪,5,2025-03-15 12:13:40,5.11.1
Rista Riska,"Drivernya manja manja apalagi pas hujan. Sangat pilih pilih customer. Gak gocar gak Go-Jek , sama saja, jual mahal. Nanti kalau gk dapat penumpang ngeluh. Tolol....",1,2025-03-15 12:13:32,5.13.1
irfan ramadhani,Apk ampas nunggu food lama ga dpt dirver ga bsa di cancel sampe 1jam lebih,1,2025-03-15 12:10:11,5.10.1
Edy Purwanto,"gofood pengirimannya tambah lama,pesenan ku sering di cancel tanpa pemberitahuan. apalagi kalo hujan pesen makanan ongkirnya 2x lipat. pesen goride juga sering di cancel dengan alasan tidak ada driver terdekat, padahal udah nunggu sampai 1 jam.",5,2025-03-15 12:09:01,4.66.1
Maya Yuliyani,"bagus, banyak promo, amanah",4,2025-03-15 12:08:15,5.13.1
Mochamad Erdian Syaputra,Mengecewakan order gofood buat buka puasa 2x driver sibuk sampe saat ini belum makan,1,2025-03-15 12:06:48,5.12.1
Ropindo Silaban,Good 😍👍👍👍,5,2025-03-15 12:05:08,5.13.1
Wulan Purnamasari,"Bersyukur perusahaan gojek tanggung jawab buat ganti kerugian konsumen setelah ajukan klaim. Klaim juga mudah yg penting ada bukti kuat. Kejadian tanggal 3 juli, tanggal 4 julinya udah balikin kerugian konsumen. Salut buat gojek. (Beli obat ke toko obat yg jauh pake goshop bayarnya pake gopay. Driver menipu, tiba2 notif pesanan telah selesai. Gopay terpotong 370.000 obat tidak ada.)",1,2025-03-15 12:04:33,5.14.2
Basuki bagas,Good application 👍,5,2025-03-15 11:59:15,5.13.1
Danu Sherin,"Nunggu dr jm 6 ,tau2 udah 40mnt nunggu dpt notif ga ada driver ... Konyol knpa ga dr awal notif nya",1,2025-03-15 11:58:32,5.13.1
Oppo A15,Bgus,5,2025-03-15 11:58:20,
Elfan Effendi,work it bgt dah pokok nya,5,2025-03-15 11:55:07,5.13.1
Moch Farid,good,5,2025-03-15 11:53:32,5.14.2
Erik Noto,mantab,5,2025-03-15 11:53:25,5.13.1
Anggito Satrioadi Wibowo,Sekarang kalau pesan goofood pasti telat di tungguin lama di batalin susah,2,2025-03-15 11:41:58,5.14.2
Inderialia,"saya kasih 3 ya, karena saat saya buat akun, tapi kenapa yang muncul akun orang lain tetapi makai nomor saya",4,2025-03-15 11:41:21,5.14.2
Konto Lodon,Ongkir lu makin ga ngotak,1,2025-03-15 11:36:39,
kind salmah,"KALO LAGI UJAN KAYAK GAK GUNA, GOFOOD GAK ADA YANG MAU AMBIL, GOJEK GA GERAK, GOCAR PUN KADANG GA ADA YANG MAU NGAMBIL (padahal orang naik mobil ga kehujanan)",1,2025-03-15 11:34:06,5.13.1
Cupcake Pink,"lama, 2x ganti driver, yang ketiga nyari drivernya lama...nyesel beli pakai gojek, yang sebelah lebih satset drivernya , no batal batal ( komitmen begitu dapet pelanggan , pesanan diselesaikan, kalau gojek parah bisa berkali kali ganti driver)",1,2025-03-15 11:25:24,
Ken Siwi,Bepergian jadi lebih mudah,5,2025-03-15 11:25:11,5.13.1
Peri Andi Mirawan,Gojek. Transportasi yang paling saya suka.. Saya kasi 5 bintang.,5,2025-03-15 11:21:31,5.13.1
Herwin Fransiosa,Cukup menyenangkan,5,2025-03-15 11:21:28,5.13.1
cosma putra,Good,5,2025-03-15 11:21:23,5.12.1
Eka,Sudah jadi kebutuhan saya dan sangat senang sekali,5,2025-03-15 11:20:50,5.14.2
Evan.Dwi.Ruwayfi.Elfahrezy Yuniarto,sangat membantu sekali,5,2025-03-15 11:20:46,5.13.1
Arifatulloh Arifatulloh,"Best apk transport or food, like it, buat aku yg mager keluar beli makan so membantu sekali 😁😭",5,2025-03-15 11:16:33,5.13.1
Cafe Keliling,Susah dapet driver tiap pakai Goshop pas lagi hujan.,3,2025-03-15 11:13:52,5.10.1
Dhanka Ginting,"Sudah beberapa kali kejadian, order makanan, sudah ditunggu sejam lebih, tapi karena ga dapat driver, dibatalin gitu aja tanpa ada kompensasi apapun, waktu sudah terbuang percuma sejam, dikira orang nunggu dan order bukan orang lapar kali ya.",1,2025-03-15 11:11:50,5.13.1
livi,"kenapa kalo hujan susah banget dapet driver udah nunggu 2 jam terus lu cancel sepihak,payah!!!",1,2025-03-15 11:04:30,
Little Puppy,"Muak bgt sama layanan gofood. Masa batas nunggu dikonfirmasi resto 1 jam? Kalau emg blm dimasak2 ya tolong bisa dicancel dong. Udh kesekian kalinya nunggu berjam2 statusnya cm diterima resto, ga tau kapan dimasak kapan dianter. Mana lagi puasa, Masa pesen buat berbuka harus dari pagi????",1,2025-03-15 11:04:24,5.12.1
Rizky Reza Pratama,Membantu sekali,5,2025-03-15 11:04:11,5.13.1
Marta Gemilang mustika,"kenapa sih klo ujan tuh ga ada yg mau nganter di tambah lg klo lg Bru"" suka susah, Mau pesen makan ajaa kadang di batalin karna driver nya susah",2,2025-03-15 11:03:51,5.13.1
Shopee Center,Oke oke oke,5,2025-03-15 11:02:34,
Amelia Nur'Aini,Gofood nya buruk,1,2025-03-15 10:57:14,5.13.1
Sebastian Arkananta,aplikasi TOLOL,1,2025-03-15 10:54:11,5.14.2
Mardi Mardi,"kurang memuaskan klo kondisi cuaca mendung semua driver gak ada jadi semua pesan tahan intruksi masak semua kita bukan cuman melayani gobis aja, setelah satu ham semua fatang bareng dan minta cepat semua. lebih kondisikan di driver dong, perbaiki dong bikin emosi saja",1,2025-03-15 10:49:20,5.13.1
Dun Din,Order gojek motor lama kek keong,1,2025-03-15 10:44:11,5.7.2
Eka Nurjanah,Aplikasi pilih kasih Banyak driver mobil yang ngecancel orderan Lalu buat apa bikin aplikasi ini?,1,2025-03-15 10:43:39,5.13.1
ilham andaru,pemesanan go food terlalu lama hampir 2 jam saya menunggu dengan driver yang suka membatalkan pesanan padahal saya si surabaya harusnya banyak driver,1,2025-03-15 10:41:40,5.13.1
Afifah Nahda,banyak diskon,5,2025-03-15 10:41:09,5.13.1
bunga chrismaya,"kenapa yaa semakin kesini semakin banyak driver yang tidak chat sekedar konfimasi untuk mengambil orderan, sbg customer jd bingung sebenernya driver mau ambil orderan atau tidak, udah nunggu lama tau2 dicancel",4,2025-03-15 10:39:42,5.13.1
Haura,aplikasi ribet,1,2025-03-15 10:38:56,5.14.2
Gede Rai,Mantap,5,2025-03-15 10:35:10,
